,TP9,CP1,O1,P1,POz,CPz,TP8,FT8
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP1,0.0,0.6,0.0,0.0,0.2,0.0,0.2,0.0
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1,0.0,0.0,0.0,0.7333333333333333,0.0,0.26666666666666666,0.0,0.0
POz,0.0,0.42857142857142855,0.0,0.0,0.2857142857142857,0.0,0.2857142857142857,0.0
CPz,0.0,0.0,0.0,0.5714285714285714,0.0,0.42857142857142855,0.0,0.0
TP8,0.0,0.42857142857142855,0.0,0.0,0.2857142857142857,0.0,0.2857142857142857,0.0
FT8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
