,TP9,CP1,O1,P1,POz,CPz,TP8,FT8
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP1,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.38461538461538464,0.3076923076923077
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPz,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
TP8,0.0,0.19047619047619047,0.0,0.0,0.0,0.0,0.6190476190476191,0.19047619047619047
FT8,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.38461538461538464,0.3076923076923077
