,TP9,CP1,O1,P1,POz,CPz,TP8,FT8
TP9,0.3333333333333333,0.0,0.0,0.2222222222222222,0.0,0.4444444444444444,0.0,0.0
CP1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1,0.375,0.0,0.0,0.25,0.0,0.375,0.0,0.0
POz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPz,0.3333333333333333,0.0,0.0,0.2222222222222222,0.0,0.4444444444444444,0.0,0.0
TP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
