,TP9,Oz,FT10,AF7,POz,CPz,TP8,AF8
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.6206896551724138,0.3793103448275862,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.5416666666666666,0.4583333333333333,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POz,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CPz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
