,TP9,CP5,Oz,C5,PO3,POz,CPz,FT8
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0
Oz,0.0,0.0,0.6111111111111112,0.1111111111111111,0.0,0.0,0.0,0.2777777777777778
C5,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.4
PO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POz,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0
CPz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT8,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.4444444444444444
