,TP9,Oz,FT10,AF7,POz,CPz,TP8,AF8
TP9,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.4,0.4,0.2,0.0,0.0,0.0
AF7,0.0,0.0,0.4,0.4,0.2,0.0,0.0,0.0
POz,0.0,0.0,0.375,0.375,0.25,0.0,0.0,0.0
CPz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6
