,F7,O1,TP10,FT10,POz,CPz,TP8,AF8
F7,0.625,0.0,0.0,0.0,0.0,0.375,0.0,0.0
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POz,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.2
CPz,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0
TP8,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.2
AF8,0.0,0.0,0.0,0.0,0.375,0.0,0.375,0.25
