,TP9,Oz,FT10,AF7,POz,CPz,TP8,AF8
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.3333333333333333,0.0,0.0,0.0,0.2857142857142857,0.0,0.38095238095238093
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POz,0.0,0.0,0.0,0.0,0.6086956521739131,0.0,0.391304347826087,0.0
CPz,0.0,0.34782608695652173,0.0,0.0,0.0,0.30434782608695654,0.0,0.34782608695652173
TP8,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.4444444444444444,0.0
AF8,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.6
