,Fp1,FT9,TP9,Oz,P8,TP10,Fp2,AF8
Fp1,0.5257142857142857,0.0,0.0,0.0,0.0,0.0,0.4742857142857143,0.0
FT9,0.0,0.8571428571428571,0.0,0.0,0.0,0.14285714285714285,0.0,0.0
TP9,0.0,0.0,0.5099601593625498,0.0,0.0,0.0,0.0,0.4900398406374502
Oz,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
P8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
TP10,0.0,0.2100456621004566,0.0,0.0,0.0,0.7899543378995434,0.0,0.0
Fp2,0.4699140401146132,0.0,0.0,0.0,0.0,0.0,0.5300859598853869,0.0
AF8,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
