,Fp1,TP9,O1,O2,TP10,Fp2,PO3,AF4
Fp1,0.49056603773584906,0.0,0.018867924528301886,0.0,0.0,0.49056603773584906,0.0,0.0
TP9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
O1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
O2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Fp2,0.313953488372093,0.0,0.011627906976744186,0.0,0.0,0.6744186046511628,0.0,0.0
PO3,0.0,0.0,0.0,0.0,0.007042253521126761,0.0,0.9929577464788732,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
