,caudalmiddlefrontal-rh,parsopercularis-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
caudalmiddlefrontal-rh,0.19230769230769232,0.0,0.23076923076923078,0.19230769230769232,0.07692307692307693,0.11538461538461539,0.07692307692307693,0.11538461538461539
parsopercularis-lh,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0
rostralmiddlefrontal-lh,0.17543859649122806,0.0,0.22807017543859648,0.17543859649122806,0.07017543859649122,0.14035087719298245,0.07017543859649122,0.14035087719298245
rostralmiddlefrontal-rh,0.14492753623188406,0.014492753623188406,0.17391304347826086,0.17391304347826086,0.10144927536231885,0.14492753623188406,0.10144927536231885,0.14492753623188406
superiortemporal-lh,0.125,0.0,0.125,0.15,0.2,0.125,0.15,0.125
superiortemporal-rh,0.07352941176470588,0.0,0.10294117647058823,0.11764705882352941,0.058823529411764705,0.2647058823529412,0.14705882352941177,0.23529411764705882
supramarginal-lh,0.0967741935483871,0.0,0.0967741935483871,0.12903225806451613,0.0967741935483871,0.16129032258064516,0.22580645161290322,0.1935483870967742
supramarginal-rh,0.07246376811594203,0.0,0.10144927536231885,0.11594202898550725,0.057971014492753624,0.2318840579710145,0.17391304347826086,0.2463768115942029
