,caudalmiddlefrontal-rh,parstriangularis-rh,postcentral-rh,precentral-lh,precentral-rh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.25,0.025,0.0,0.275,0.0,0.1,0.2,0.15
parstriangularis-rh,0.02666666666666667,0.22666666666666666,0.2,0.02666666666666667,0.21333333333333335,0.18666666666666668,0.02666666666666667,0.09333333333333334
postcentral-rh,0.0,0.21212121212121213,0.2727272727272727,0.0,0.22727272727272727,0.19696969696969696,0.0,0.09090909090909091
precentral-lh,0.24324324324324326,0.02702702702702703,0.0,0.32432432432432434,0.0,0.02702702702702703,0.24324324324324326,0.13513513513513514
precentral-rh,0.0,0.25,0.234375,0.0,0.25,0.203125,0.0,0.0625
rostralmiddlefrontal-rh,0.03896103896103896,0.2077922077922078,0.16883116883116883,0.025974025974025976,0.19480519480519481,0.22077922077922077,0.025974025974025976,0.11688311688311688
superiortemporal-lh,0.25,0.03125,0.0,0.28125,0.0,0.03125,0.3125,0.09375
superiortemporal-rh,0.06557377049180328,0.11475409836065574,0.11475409836065574,0.08196721311475409,0.09836065573770492,0.13114754098360656,0.03278688524590164,0.36065573770491804
