,Fp1,FT9,P3,Oz,O2,Fp2,AF7,PO4
Fp1,0.6111111111111112,0.0,0.0,0.0,0.0,0.2777777777777778,0.1111111111111111,0.0
FT9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.46153846153846156,0.0,0.0,0.0,0.0,0.38461538461538464,0.15384615384615385,0.0
AF7,0.375,0.0,0.0,0.0,0.0,0.375,0.25,0.0
PO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
