,Fp1,FT9,P3,Oz,O2,Fp2,AF7,PO4
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.625,0.0,0.1875,0.0,0.0,0.1875,0.0
P3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.4,0.0,0.3,0.0,0.0,0.3,0.0
O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.4,0.0,0.3,0.0,0.0,0.3,0.0
PO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
