,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.2294633077765608,0.1276013143483023,0.0,0.18127053669222343,0.06297918948521358,0.17305585980284777,0.08652792990142388,0.13910186199342825
frontalpole-rh,0.10434393193013883,0.17599641737572772,0.06314375279892522,0.15629198387819077,0.10927004030452306,0.10344827586206896,0.11553963278101209,0.17196596506941333
isthmuscingulate-rh,0.0,0.09631147540983606,0.5512295081967213,0.08128415300546447,0.08265027322404371,0.0,0.0935792349726776,0.09494535519125682
lateralorbitofrontal-lh,0.13561368209255534,0.14285714285714285,0.04869215291750503,0.21006036217303822,0.09778672032193159,0.09175050301810865,0.12515090543259558,0.14808853118712273
medialorbitofrontal-lh,0.06141304347826087,0.13369565217391305,0.06684782608695652,0.1309782608695652,0.2554347826086957,0.08152173913043478,0.12934782608695652,0.14076086956521738
medialorbitofrontal-rh,0.16875340228633642,0.1246597713663582,0.0,0.12084921066956995,0.08165487207403375,0.3140990745781165,0.06096897114861187,0.12901469787697334
rostralanteriorcingulate-lh,0.08648648648648649,0.14270270270270272,0.07513513513513513,0.1681081081081081,0.12972972972972974,0.0627027027027027,0.1827027027027027,0.15243243243243243
rostralanteriorcingulate-rh,0.10850064075181547,0.16488680051260146,0.06023067065356685,0.1554891072191371,0.11106364801366937,0.10294745835113199,0.1178983340452798,0.17898334045279796
