,frontalpole-lh,frontalpole-rh,insula-rh,isthmuscingulate-rh,medialorbitofrontal-rh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.5098039215686274,0.16106442577030813,0.036414565826330535,0.0,0.0,0.0,0.2927170868347339,0.0
frontalpole-rh,0.1366822429906542,0.4264018691588785,0.09813084112149532,0.0,0.19158878504672897,0.0,0.14719626168224298,0.0
insula-rh,0.03375527426160337,0.11251758087201125,0.6568213783403657,0.0,0.09563994374120956,0.06329113924050633,0.0379746835443038,0.0
isthmuscingulate-rh,0.0,0.0,0.0,0.8670886075949367,0.0,0.13291139240506328,0.0,0.0
medialorbitofrontal-rh,0.0,0.32086614173228345,0.13385826771653545,0.0,0.5452755905511811,0.0,0.0,0.0
parahippocampal-rh,0.0,0.0,0.1175,0.0475,0.0,0.835,0.0,0.0
rostralanteriorcingulate-lh,0.24259681093394078,0.14350797266514806,0.03302961275626424,0.0,0.0,0.0,0.48291571753986334,0.0979498861047836
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.25806451612903225,0.7419354838709677
