,cuneus-rh,frontalpole-lh,lateralorbitofrontal-lh,pericalcarine-lh,pericalcarine-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh
cuneus-rh,0.32142857142857145,0.0,0.0,0.32142857142857145,0.35714285714285715,0.0,0.0,0.0
frontalpole-lh,0.0,0.7727272727272727,0.0,0.0,0.0,0.0,0.22727272727272727,0.0
lateralorbitofrontal-lh,0.0,0.02631578947368421,0.5,0.0,0.0,0.15789473684210525,0.0,0.3157894736842105
pericalcarine-lh,0.2916666666666667,0.0,0.0,0.375,0.3333333333333333,0.0,0.0,0.0
pericalcarine-rh,0.2962962962962963,0.0,0.0,0.37037037037037035,0.3333333333333333,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.06666666666666667,0.0,0.0,0.6,0.3333333333333333,0.0
rostralanteriorcingulate-rh,0.0,0.14705882352941177,0.0,0.0,0.0,0.17647058823529413,0.6470588235294118,0.029411764705882353
temporalpole-lh,0.0,0.0,0.45714285714285713,0.0,0.0,0.0,0.0,0.5428571428571428
