,FC1,Oz,CP6,FT10,AF7,CPz,FT8,AF4
FC1,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.5365853658536586,0.17073170731707318,0.0,0.2926829268292683
CPz,0.0,0.0,0.0,0.0,0.35,0.3,0.0,0.35
FT8,0.4642857142857143,0.0,0.0,0.0,0.0,0.0,0.5357142857142857,0.0
AF4,0.0,0.0,0.0,0.0,0.4,0.23333333333333334,0.0,0.36666666666666664
