,FC1,Oz,CP6,FT10,AF7,CPz,FT8,AF4
FC1,0.47368421052631576,0.0,0.0,0.0,0.0,0.0,0.5263157894736842,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.5333333333333333,0.4666666666666667,0.0,0.0,0.0
CPz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT8,0.2702702702702703,0.0,0.0,0.0,0.0,0.0,0.7297297297297297,0.0
AF4,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
