,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,inferiorparietal-rh,postcentral-lh,precentral-rh,superiorparietal-rh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-lh,0.4383561643835616,0.3287671232876712,0.0,0.0,0.0,0.0,0.0,0.2328767123287671
caudalmiddlefrontal-rh,0.21818181818181817,0.4090909090909091,0.0,0.0,0.11818181818181818,0.0,0.11818181818181818,0.13636363636363635
inferiorparietal-rh,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.4666666666666667
postcentral-lh,0.0,0.0,0.0,0.4827586206896552,0.0,0.5172413793103449,0.0,0.0
precentral-rh,0.0,0.12871287128712872,0.0,0.0,0.43564356435643564,0.0,0.43564356435643564,0.0
superiorparietal-rh,0.0,0.0,0.0,0.48148148148148145,0.0,0.5185185185185185,0.0,0.0
superiortemporal-rh,0.0,0.10784313725490197,0.0,0.0,0.4117647058823529,0.0,0.4803921568627451,0.0
supramarginal-lh,0.22666666666666666,0.2,0.18666666666666668,0.0,0.0,0.0,0.0,0.38666666666666666
