,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,inferiorparietal-rh,parstriangularis-rh,precentral-rh,superiorfrontal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-lh,0.36585365853658536,0.2682926829268293,0.0,0.0,0.0,0.0,0.0,0.36585365853658536
caudalmiddlefrontal-rh,0.07857142857142857,0.32857142857142857,0.04285714285714286,0.02142857142857143,0.11428571428571428,0.06428571428571428,0.17857142857142858,0.17142857142857143
inferiorparietal-rh,0.0,0.15,0.475,0.0,0.0,0.0,0.125,0.25
parstriangularis-rh,0.0,0.13513513513513514,0.0,0.4594594594594595,0.0,0.40540540540540543,0.0,0.0
precentral-rh,0.0,0.18181818181818182,0.0,0.0,0.33766233766233766,0.0,0.33766233766233766,0.14285714285714285
superiorfrontal-lh,0.0,0.20454545454545456,0.0,0.29545454545454547,0.0,0.5,0.0,0.0
superiortemporal-rh,0.0,0.22123893805309736,0.05309734513274336,0.0,0.24778761061946902,0.0,0.36283185840707965,0.11504424778761062
supramarginal-lh,0.14414414414414414,0.1981981981981982,0.09009009009009009,0.0,0.11711711711711711,0.0,0.10810810810810811,0.34234234234234234
