,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,inferiorparietal-rh,parstriangularis-rh,precentral-rh,superiorfrontal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-lh,0.44761904761904764,0.13333333333333333,0.0,0.11428571428571428,0.06666666666666667,0.0,0.0,0.23809523809523808
caudalmiddlefrontal-rh,0.2708333333333333,0.3333333333333333,0.0,0.0,0.125,0.0,0.0,0.2708333333333333
inferiorparietal-rh,0.0,0.0,0.85,0.0,0.0,0.15,0.0,0.0
parstriangularis-rh,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0
precentral-rh,0.11320754716981132,0.11320754716981132,0.0,0.0,0.37735849056603776,0.0,0.09433962264150944,0.3018867924528302
superiorfrontal-lh,0.0,0.0,0.47058823529411764,0.0,0.0,0.5294117647058824,0.0,0.0
superiortemporal-rh,0.0,0.0,0.0,0.0,0.35,0.0,0.3,0.35
supramarginal-lh,0.26804123711340205,0.15463917525773196,0.0,0.0,0.16494845360824742,0.0,0.05154639175257732,0.36082474226804123
