,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,cuneus-lh,entorhinal-lh,frontalpole-rh,fusiform-lh,parahippocampal-lh,parahippocampal-rh
caudalanteriorcingulate-lh,0.528,0.472,0.0,0.0,0.0,0.0,0.0,0.0
caudalanteriorcingulate-rh,0.4583333333333333,0.5416666666666666,0.0,0.0,0.0,0.0,0.0,0.0
cuneus-lh,0.0,0.0,0.5609756097560976,0.29878048780487804,0.0,0.04878048780487805,0.09146341463414634,0.0
entorhinal-lh,0.0,0.0,0.30434782608695654,0.6231884057971014,0.0,0.0,0.07246376811594203,0.0
frontalpole-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
fusiform-lh,0.0,0.0,0.09701492537313433,0.007462686567164179,0.0,0.5223880597014925,0.373134328358209,0.0
parahippocampal-lh,0.0,0.0,0.1357142857142857,0.1,0.0,0.32857142857142857,0.4357142857142857,0.0
parahippocampal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
