,F3,FT9,TP9,TP10,FT10,F8,AF7,AF4
F3,0.49206349206349204,0.5079365079365079,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.1711229946524064,0.8288770053475936,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.09777777777777778,0.9022222222222223
