,bankssts-lh,fusiform-lh,inferiorparietal-lh,insula-lh,isthmuscingulate-rh,lingual-lh,parahippocampal-lh,transversetemporal-lh
bankssts-lh,0.12672343876723438,0.12672343876723438,0.12611516626115166,0.12652068126520682,0.11536901865369019,0.1259124087591241,0.12631792376317924,0.12631792376317924
fusiform-lh,0.1266490765171504,0.1266490765171504,0.12624314998985184,0.1266490765171504,0.11528313375279074,0.12583722346255327,0.12624314998985184,0.1264461132535011
inferiorparietal-lh,0.1262749898000816,0.1262749898000816,0.12709098327213383,0.1266829865361077,0.11525907792737658,0.12545899632802937,0.1258669930640555,0.12709098327213383
insula-lh,0.12634791454730418,0.12634791454730418,0.1269582909460834,0.12675483214649033,0.11515768056968465,0.12553407934893185,0.125940996948118,0.1269582909460834
isthmuscingulate-rh,0.12489044697633654,0.12467134092900964,0.12401402278702892,0.12423312883435583,0.12817703768624014,0.12510955302366344,0.12489044697633654,0.12401402278702892
lingual-lh,0.12680349522454787,0.12660028449502134,0.12558423084738873,0.12599065230644177,0.11583011583011583,0.12660028449502134,0.12680349522454787,0.12578744157691527
parahippocampal-lh,0.1268262987012987,0.1268262987012987,0.12581168831168832,0.12621753246753248,0.11546266233766234,0.12621753246753248,0.1266233766233766,0.1260146103896104
transversetemporal-lh,0.12629863515991036,0.12629863515991036,0.12711346506416785,0.12670605011203911,0.11509472397636994,0.1254838052556529,0.12589122020778162,0.12711346506416785
