,bankssts-lh,inferiorparietal-lh,insula-lh,isthmuscingulate-rh,lingual-lh,parahippocampal-lh,superiortemporal-lh,transversetemporal-lh
bankssts-lh,0.12546125461254612,0.12669126691266913,0.12177121771217712,0.12669126691266913,0.12669126691266913,0.12669126691266913,0.12669126691266913,0.11931119311193111
inferiorparietal-lh,0.10774058577405858,0.13284518828451883,0.11610878661087866,0.13389121338912133,0.13389121338912133,0.13389121338912133,0.13389121338912133,0.10774058577405858
insula-lh,0.11022727272727273,0.12386363636363637,0.13295454545454546,0.1340909090909091,0.1340909090909091,0.13068181818181818,0.12954545454545455,0.10454545454545454
isthmuscingulate-rh,0.09626168224299066,0.11962616822429907,0.1102803738317757,0.1691588785046729,0.14766355140186915,0.13644859813084112,0.12429906542056075,0.09626168224299066
lingual-lh,0.09847036328871893,0.12237093690248566,0.11281070745697896,0.15105162523900573,0.15009560229445507,0.13957934990439771,0.12715105162523901,0.09847036328871893
parahippocampal-lh,0.10088148873653281,0.12536728697355534,0.11459353574926542,0.14299706170421156,0.14299706170421156,0.14201762977473065,0.13026444662095985,0.10088148873653281
superiortemporal-lh,0.10510204081632653,0.12959183673469388,0.11836734693877551,0.1357142857142857,0.1357142857142857,0.1357142857142857,0.1346938775510204,0.10510204081632653
transversetemporal-lh,0.12222222222222222,0.1271604938271605,0.11604938271604938,0.1271604938271605,0.1271604938271605,0.1271604938271605,0.1271604938271605,0.1259259259259259
