,entorhinal-lh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,temporalpole-lh,temporalpole-rh
entorhinal-lh,0.46944198405668736,0.10451727192205491,0.1195748449955713,0.10097431355181577,0.05845881310894597,0.04074402125775022,0.09388839681133747,0.012400354295837024
frontalpole-lh,0.09057706355003653,0.34842951059167276,0.2089116143170197,0.17165814463111762,0.12052593133674215,0.03506208911614317,0.005113221329437546,0.019722425127830533
frontalpole-rh,0.0854449027695934,0.17442545668827342,0.2822628167354154,0.22510312315851502,0.18915733647613436,0.02769593400117855,0.0,0.015910430170889805
medialorbitofrontal-lh,0.07460890493381468,0.14981949458483754,0.23766546329723226,0.27015643802647415,0.21058965102286403,0.04091456077015644,0.005415162454873646,0.010830324909747292
medialorbitofrontal-rh,0.050219711236660386,0.11864406779661017,0.22159447583176398,0.23414940364092907,0.3107344632768362,0.04833647206528562,0.003766478342749529,0.012554927809165096
rostralanteriorcingulate-lh,0.05063291139240506,0.05485232067510549,0.05379746835443038,0.08016877637130802,0.08966244725738397,0.6002109704641351,0.07067510548523206,0.0
temporalpole-lh,0.1401360544217687,0.006802721088435374,0.0,0.014965986394557823,0.014965986394557823,0.08299319727891157,0.7047619047619048,0.03537414965986395
temporalpole-rh,0.01990049751243781,0.04809286898839138,0.04145936981757877,0.026533996683250415,0.029850746268656716,0.0,0.03316749585406302,0.8009950248756219
