,frontalpole-lh,frontalpole-rh,fusiform-lh,isthmuscingulate-rh,lingual-lh,medialorbitofrontal-lh,parahippocampal-lh,parahippocampal-rh
frontalpole-lh,0.47701149425287354,0.13026819923371646,0.0,0.01053639846743295,0.020114942528735632,0.26340996168582376,0.018199233716475097,0.08045977011494253
frontalpole-rh,0.16356877323420074,0.6022304832713755,0.0161090458488228,0.01734820322180917,0.01734820322180917,0.1288723667905824,0.028500619578686492,0.026022304832713755
fusiform-lh,0.0,0.010932944606413994,0.3877551020408163,0.15670553935860057,0.18002915451895043,0.0,0.23833819241982507,0.026239067055393587
isthmuscingulate-rh,0.006578947368421052,0.01023391812865497,0.16228070175438597,0.35453216374269003,0.23318713450292397,0.0014619883040935672,0.16666666666666666,0.06505847953216375
lingual-lh,0.009941520467836258,0.008187134502923977,0.15497076023391812,0.1865497076023392,0.3385964912280702,0.008187134502923977,0.2111111111111111,0.0824561403508772
medialorbitofrontal-lh,0.2707749766573296,0.1111111111111111,0.0,0.003734827264239029,0.01680672268907563,0.49673202614379086,0.013071895424836602,0.08776844070961717
parahippocampal-lh,0.008254716981132075,0.012382075471698114,0.20813679245283018,0.13443396226415094,0.21108490566037735,0.006485849056603774,0.361438679245283,0.05778301886792453
parahippocampal-rh,0.07142857142857142,0.020292207792207792,0.030844155844155844,0.08035714285714286,0.1112012987012987,0.07386363636363637,0.08441558441558442,0.5275974025974026
