,F3,TP9,TP10,AF7,AF3,CPz,AF8,AF4
F3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.32786885245901637,0.3360655737704918,0.0,0.0,0.0,0.3360655737704918
AF7,0.0,0.0,0.3153846153846154,0.3384615384615385,0.0,0.0,0.0,0.34615384615384615
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.0,0.0,0.3203125,0.3359375,0.0,0.0,0.0,0.34375
