,FT9,Pz,P3,TP10,FT10,PO4,TP8,AF8
FT9,0.5291005291005291,0.0,0.0,0.13227513227513227,0.3386243386243386,0.0,0.0,0.0
Pz,0.0,0.6875,0.0,0.015625,0.0,0.296875,0.0,0.0
P3,0.0,0.0,0.4271604938271605,0.0024691358024691358,0.014814814814814815,0.0,0.3851851851851852,0.17037037037037037
TP10,0.14792899408284024,0.01775147928994083,0.0,0.757396449704142,0.0,0.07692307692307693,0.0,0.0
FT10,0.20317460317460317,0.0,0.01904761904761905,0.0,0.6317460317460317,0.0,0.14603174603174604,0.0
PO4,0.0,0.27972027972027974,0.0,0.06993006993006994,0.0,0.6433566433566433,0.0,0.006993006993006993
TP8,0.0,0.0,0.32298136645962733,0.002070393374741201,0.09523809523809523,0.0,0.44306418219461696,0.13664596273291926
AF8,0.0,0.0,0.24372759856630824,0.0,0.0,0.007168458781362007,0.23655913978494625,0.5125448028673835
