,FT9,Pz,P3,TP10,FT10,PO4,TP8,AF8
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.46153846153846156,0.0,0.5384615384615384,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.6896551724137931,0.0,0.3103448275862069,0.0
PO4,0.0,0.0,0.0,0.18181818181818182,0.0,0.8181818181818182,0.0,0.0
TP8,0.0,0.0,0.0,0.0,0.5094339622641509,0.0,0.49056603773584906,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
