,FT9,Pz,P3,TP10,FT10,PO4,TP8,AF8
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pz,0.0,0.6886792452830188,0.0,0.0,0.0,0.3113207547169811,0.0,0.0
P3,0.0,0.0,0.5689655172413793,0.0,0.0,0.0,0.43103448275862066,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO4,0.0,0.5151515151515151,0.0,0.0,0.0,0.48484848484848486,0.0,0.0
TP8,0.0,0.0,0.5050505050505051,0.0,0.0,0.0,0.494949494949495,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
