,FT9,Pz,P3,TP10,FT10,PO4,TP8,AF8
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3,0.0,0.0,0.33497536945812806,0.0,0.0,0.0,0.3251231527093596,0.3399014778325123
TP10,0.0,0.0,0.0,0.4,0.0,0.6,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO4,0.0,0.0,0.0,0.1,0.0,0.9,0.0,0.0
TP8,0.0,0.0,0.3350253807106599,0.0,0.0,0.0,0.3299492385786802,0.3350253807106599
AF8,0.0,0.0,0.33170731707317075,0.0,0.0,0.0,0.32195121951219513,0.3463414634146341
