,FT9,Pz,P3,TP10,FT10,PO4,TP8,AF8
FT9,0.5428571428571428,0.0,0.0,0.0,0.45714285714285713,0.0,0.0,0.0
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.5039370078740157,0.0,0.0,0.0,0.49606299212598426,0.0,0.0,0.0
PO4,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333
TP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333
