,Fp1,P7,TP10,T8,F4,Fp2,AF7,PO3
Fp1,0.33557046979865773,0.0,0.0,0.0,0.0,0.3422818791946309,0.3221476510067114,0.0
P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Fp2,0.3269230769230769,0.0,0.0,0.0,0.0,0.3525641025641026,0.32051282051282054,0.0
AF7,0.33557046979865773,0.0,0.0,0.0,0.0,0.33557046979865773,0.3288590604026846,0.0
PO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
