,Fp1,P7,TP10,T8,F4,Fp2,AF7,PO3
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P7,0.0,0.5370370370370371,0.0,0.0,0.0,0.0,0.0,0.46296296296296297
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PO3,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.48
