,bankssts-lh,lateralorbitofrontal-rh,lingual-lh,lingual-rh,parsorbitalis-rh,pericalcarine-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
bankssts-lh,0.2571428571428571,0.2,0.0,0.0,0.2,0.0,0.17142857142857143,0.17142857142857143
lateralorbitofrontal-rh,0.23076923076923078,0.20512820512820512,0.0,0.0,0.20512820512820512,0.0,0.1794871794871795,0.1794871794871795
lingual-lh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
lingual-rh,0.0,0.0,0.0,0.8,0.0,0.2,0.0,0.0
parsorbitalis-rh,0.23076923076923078,0.20512820512820512,0.0,0.0,0.20512820512820512,0.0,0.1794871794871795,0.1794871794871795
pericalcarine-lh,0.0,0.0,0.0,0.14285714285714285,0.0,0.8571428571428571,0.0,0.0
rostralanteriorcingulate-lh,0.19047619047619047,0.21428571428571427,0.0,0.0,0.21428571428571427,0.0,0.19047619047619047,0.19047619047619047
rostralanteriorcingulate-rh,0.21052631578947367,0.21052631578947367,0.0,0.0,0.21052631578947367,0.0,0.18421052631578946,0.18421052631578946
