,cuneus-rh,frontalpole-rh,inferiortemporal-lh,lateraloccipital-rh,lingual-rh,paracentral-lh,posteriorcingulate-lh,posteriorcingulate-rh
cuneus-rh,0.2916666666666667,0.125,0.0,0.20833333333333334,0.0,0.125,0.125,0.125
frontalpole-rh,0.08108108108108109,0.21621621621621623,0.0,0.0,0.0,0.21621621621621623,0.24324324324324326,0.24324324324324326
inferiortemporal-lh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
lateraloccipital-rh,0.1875,0.0,0.0,0.8125,0.0,0.0,0.0,0.0
lingual-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
paracentral-lh,0.08108108108108109,0.21621621621621623,0.0,0.0,0.0,0.21621621621621623,0.24324324324324326,0.24324324324324326
posteriorcingulate-lh,0.06060606060606061,0.21212121212121213,0.0,0.0,0.0,0.21212121212121213,0.24242424242424243,0.2727272727272727
posteriorcingulate-rh,0.06060606060606061,0.21212121212121213,0.0,0.0,0.0,0.21212121212121213,0.24242424242424243,0.2727272727272727
