,frontalpole-rh,lateralorbitofrontal-rh,parahippocampal-rh,parsorbitalis-rh,posteriorcingulate-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,transversetemporal-rh
frontalpole-rh,0.8359375,0.0,0.0,0.0,0.0,0.0390625,0.125,0.0
lateralorbitofrontal-rh,0.0,0.4117647058823529,0.19073083778966132,0.36185383244206776,0.0,0.0,0.0,0.035650623885918005
parahippocampal-rh,0.0,0.2739018087855297,0.49870801033591733,0.22739018087855298,0.0,0.0,0.0,0.0
parsorbitalis-rh,0.0,0.33503401360544216,0.14625850340136054,0.4064625850340136,0.0,0.013605442176870748,0.0,0.09863945578231292
posteriorcingulate-rh,0.0,0.0,0.0,0.0,0.5217391304347826,0.2401656314699793,0.23809523809523808,0.0
rostralanteriorcingulate-lh,0.005928853754940711,0.0,0.0,0.011857707509881422,0.2450592885375494,0.48616600790513836,0.1857707509881423,0.06521739130434782
rostralanteriorcingulate-rh,0.049723756906077346,0.0,0.0,0.0,0.31215469613259667,0.2430939226519337,0.39502762430939226,0.0
transversetemporal-rh,0.0,0.048484848484848485,0.0,0.15151515151515152,0.0,0.1,0.0,0.7
