,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,paracentral-lh,paracentral-rh,posteriorcingulate-lh,posteriorcingulate-rh,rostralanteriorcingulate-lh
frontalpole-lh,0.6024590163934426,0.0,0.12295081967213115,0.27459016393442626,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.8888888888888888,0.0,0.1111111111111111,0.0,0.0,0.0,0.0
medialorbitofrontal-lh,0.1452991452991453,0.0,0.8205128205128205,0.029914529914529916,0.0,0.0,0.0,0.004273504273504274
paracentral-lh,0.13695652173913042,0.02608695652173913,0.010869565217391304,0.43043478260869567,0.11521739130434783,0.12608695652173912,0.15434782608695652,0.0
paracentral-rh,0.0,0.0,0.0,0.07,0.35428571428571426,0.21857142857142858,0.25142857142857145,0.10571428571428572
posteriorcingulate-lh,0.0,0.0,0.0,0.09951845906902086,0.24879614767255218,0.36757624398073835,0.18298555377207062,0.10112359550561797
posteriorcingulate-rh,0.0,0.0,0.0,0.10534591194968554,0.2672955974842767,0.16352201257861634,0.3757861635220126,0.0880503144654088
rostralanteriorcingulate-lh,0.0,0.0,0.0,0.0,0.22448979591836735,0.18950437317784258,0.1749271137026239,0.4110787172011662
