,bankssts-lh,bankssts-rh,frontalpole-lh,fusiform-lh,lateraloccipital-lh,lingual-lh,parahippocampal-lh,parsorbitalis-lh
bankssts-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bankssts-rh,0.0,0.4774774774774775,0.2882882882882883,0.0,0.0,0.0,0.0,0.23423423423423423
frontalpole-lh,0.0,0.18354430379746836,0.5063291139240507,0.0,0.0,0.0,0.0,0.310126582278481
fusiform-lh,0.0,0.0,0.0,0.5401459854014599,0.058394160583941604,0.2773722627737226,0.12408759124087591,0.0
lateraloccipital-lh,0.0,0.0,0.0,0.10752688172043011,0.6989247311827957,0.12903225806451613,0.06451612903225806,0.0
lingual-lh,0.0,0.0,0.0,0.26436781609195403,0.06896551724137931,0.39655172413793105,0.27011494252873564,0.0
parahippocampal-lh,0.0,0.0,0.0,0.16666666666666666,0.05333333333333334,0.3333333333333333,0.44666666666666666,0.0
parsorbitalis-lh,0.0,0.16793893129770993,0.33587786259541985,0.0,0.0,0.0,0.0,0.4961832061068702
