,caudalmiddlefrontal-rh,inferiorparietal-rh,precentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-rh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-rh,0.3541666666666667,0.15625,0.11458333333333333,0.0,0.1875,0.0,0.1875,0.0
inferiorparietal-rh,0.30851063829787234,0.3404255319148936,0.0,0.0,0.13829787234042554,0.0,0.2127659574468085,0.0
precentral-rh,0.21212121212121213,0.0,0.46464646464646464,0.0,0.15151515151515152,0.0,0.1717171717171717,0.0
rostralmiddlefrontal-lh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
rostralmiddlefrontal-rh,0.25517241379310346,0.0896551724137931,0.10344827586206896,0.0,0.38620689655172413,0.0,0.16551724137931034,0.0
superiorparietal-rh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
superiortemporal-rh,0.23030303030303031,0.12121212121212122,0.10303030303030303,0.0,0.15151515151515152,0.0,0.3939393939393939,0.0
supramarginal-lh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
