,caudalmiddlefrontal-lh,inferiorparietal-rh,precentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-lh,0.39285714285714285,0.0,0.10714285714285714,0.10714285714285714,0.011904761904761904,0.11904761904761904,0.2619047619047619,0.0
inferiorparietal-rh,0.0,0.6282051282051282,0.0,0.0,0.0,0.02564102564102564,0.34615384615384615,0.0
precentral-rh,0.0989010989010989,0.0,0.6703296703296703,0.2087912087912088,0.0,0.0,0.02197802197802198,0.0
rostralmiddlefrontal-lh,0.08737864077669903,0.0,0.20388349514563106,0.4174757281553398,0.13592233009708737,0.0,0.0,0.1553398058252427
rostralmiddlefrontal-rh,0.0,0.0,0.0,0.3181818181818182,0.45454545454545453,0.0,0.0,0.22727272727272727
superiorfrontal-lh,0.15384615384615385,0.0,0.0,0.0,0.0,0.6153846153846154,0.23076923076923078,0.0
superiortemporal-rh,0.19672131147540983,0.21311475409836064,0.01639344262295082,0.0,0.0,0.12295081967213115,0.45081967213114754,0.0
supramarginal-lh,0.0,0.0,0.0,0.34782608695652173,0.21739130434782608,0.0,0.0,0.43478260869565216
