,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.0,0.0,0.1270718232044199,0.0,0.0,0.0,0.0,0.0,0.0,0.08287292817679558,0.0,0.0,0.08839779005524862,0.0,0.06629834254143646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07734806629834254,0.0,0.0,0.0,0.0,0.0,0.027624309392265192,0.0,0.0,0.0,0.0,0.0,0.0,0.09944751381215469,0.0,0.07734806629834254,0.0,0.10497237569060773,0.0,0.0,0.11602209944751381,0.0,0.0,0.0,0.0,0.0,0.08287292817679558,0.0,0.0,0.0,0.0,0.049723756906077346,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.0,0.0,0.08771929824561403,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043859649122807015,0.0,0.0,0.0,0.017543859649122806,0.09649122807017543,0.0,0.0,0.0,0.06140350877192982,0.0,0.0,0.0,0.07894736842105263,0.0,0.0,0.0,0.03508771929824561,0.0,0.0,0.07894736842105263,0.06140350877192982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08771929824561403,0.0,0.07017543859649122,0.0,0.0,0.0,0.06140350877192982,0.0,0.0,0.0,0.09649122807017543,0.0,0.0,0.02631578947368421,0.07017543859649122,0.0
FT9,0.0,0.0,0.0,0.020080321285140562,0.06827309236947791,0.0,0.028112449799196786,0.0,0.0,0.0,0.01606425702811245,0.0,0.0,0.0,0.0,0.05220883534136546,0.0,0.004016064257028112,0.0,0.05622489959839357,0.0,0.0,0.0,0.03614457831325301,0.0,0.0,0.0,0.008032128514056224,0.0,0.0,0.040160642570281124,0.07228915662650602,0.0,0.0,0.01606425702811245,0.05622489959839357,0.0,0.0,0.05622489959839357,0.0,0.0,0.0,0.0,0.0,0.0,0.024096385542168676,0.0,0.04417670682730924,0.0,0.028112449799196786,0.0,0.05220883534136546,0.0,0.07228915662650602,0.0,0.020080321285140562,0.05220883534136546,0.020080321285140562,0.0,0.0,0.06827309236947791,0.05622489959839357,0.0321285140562249
FC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC1,0.0,0.0,0.0,0.0,0.06896551724137931,0.0,0.0603448275862069,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.06896551724137931,0.0,0.008620689655172414,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06896551724137931,0.06896551724137931,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.05172413793103448,0.0,0.008620689655172414,0.0,0.0,0.0,0.06896551724137931,0.0,0.06896551724137931,0.0,0.04310344827586207,0.06896551724137931,0.0,0.0,0.0,0.06896551724137931,0.034482758620689655,0.06896551724137931
C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.11627906976744186,0.0,0.0,0.0,0.0,0.0,0.0,0.10852713178294573,0.0,0.0,0.09302325581395349,0.0,0.046511627906976744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10077519379844961,0.0,0.0,0.0,0.0,0.0,0.03875968992248062,0.0,0.0,0.0,0.0,0.0,0.0,0.10852713178294573,0.0,0.07751937984496124,0.0,0.10077519379844961,0.0,0.0,0.11627906976744186,0.0,0.0,0.0,0.0,0.0,0.06976744186046512,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.0
