,bankssts-lh,frontalpole-lh,lingual-rh,parahippocampal-rh,parstriangularis-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-lh,transversetemporal-rh
bankssts-lh,0.9038461538461539,0.0,0.0,0.0,0.09615384615384616,0.0,0.0,0.0
frontalpole-lh,0.008064516129032258,0.532258064516129,0.0,0.056451612903225805,0.0,0.1935483870967742,0.1693548387096774,0.04032258064516129
lingual-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
parahippocampal-rh,0.0,0.05555555555555555,0.0,0.9259259259259259,0.0,0.0,0.018518518518518517,0.0
parstriangularis-lh,0.08823529411764706,0.0,0.0,0.0,0.9117647058823529,0.0,0.0,0.0
rostralanteriorcingulate-rh,0.0,0.3037974683544304,0.0,0.0,0.0,0.5189873417721519,0.17721518987341772,0.0
rostralmiddlefrontal-lh,0.0,0.2828282828282828,0.0,0.030303030303030304,0.010101010101010102,0.15151515151515152,0.5252525252525253,0.0
transversetemporal-rh,0.0,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.9777777777777777
