,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,caudalmiddlefrontal-rh,frontalpole-lh,frontalpole-rh,lateraloccipital-lh,medialorbitofrontal-lh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.4017094017094017,0.05982905982905983,0.26495726495726496,0.05128205128205128,0.0,0.0,0.11965811965811966,0.10256410256410256
caudalanteriorcingulate-rh,0.07207207207207207,0.5135135135135135,0.0,0.25225225225225223,0.0,0.0,0.09009009009009009,0.07207207207207207
caudalmiddlefrontal-rh,0.28735632183908044,0.0,0.5517241379310345,0.0,0.0,0.0,0.16091954022988506,0.0
frontalpole-lh,0.11235955056179775,0.25842696629213485,0.0,0.4943820224719101,0.0,0.0,0.06741573033707865,0.06741573033707865
frontalpole-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
lateraloccipital-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
medialorbitofrontal-lh,0.1,0.11818181818181818,0.07272727272727272,0.08181818181818182,0.0,0.0,0.42727272727272725,0.2
rostralanteriorcingulate-rh,0.16666666666666666,0.1111111111111111,0.0,0.08333333333333333,0.0,0.0,0.3055555555555556,0.3333333333333333
