,entorhinal-lh,entorhinal-rh,frontalpole-lh,frontalpole-rh,inferiortemporal-rh,parsorbitalis-rh,temporalpole-lh,temporalpole-rh
entorhinal-lh,0.5973154362416108,0.0,0.0,0.0738255033557047,0.0,0.0,0.3288590604026846,0.0
entorhinal-rh,0.0,0.6413043478260869,0.10869565217391304,0.0,0.20652173913043478,0.0,0.0,0.043478260869565216
frontalpole-lh,0.014492753623188406,0.057971014492753624,0.855072463768116,0.014492753623188406,0.0,0.0,0.043478260869565216,0.014492753623188406
frontalpole-rh,0.056179775280898875,0.0,0.0,0.6741573033707865,0.0056179775280898875,0.21348314606741572,0.05056179775280899,0.0
inferiortemporal-rh,0.0,0.17346938775510204,0.0,0.0,0.7448979591836735,0.0,0.0,0.08163265306122448
parsorbitalis-rh,0.0,0.0,0.0,0.3978494623655914,0.0,0.6021505376344086,0.0,0.0
temporalpole-lh,0.2972972972972973,0.0,0.021621621621621623,0.05945945945945946,0.0,0.0,0.6216216216216216,0.0
temporalpole-rh,0.0,0.0898876404494382,0.0,0.0,0.10112359550561797,0.0,0.0,0.8089887640449438
