,Oz,O2,P8,TP10,CP6,PO4,PO8,TP8
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.3225806451612903,0.3225806451612903,0.0,0.0,0.3548387096774194
CP6,0.0,0.0,0.0,0.3225806451612903,0.3225806451612903,0.0,0.0,0.3548387096774194
PO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP8,0.0,0.0,0.0,0.3142857142857143,0.3142857142857143,0.0,0.0,0.37142857142857144
