,Oz,O2,P8,CP6,AFz,PO4,PO8,TP8
Oz,0.203125,0.0,0.15625,0.0,0.1875,0.203125,0.203125,0.046875
O2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.19298245614035087,0.0,0.17543859649122806,0.0,0.19298245614035087,0.19298245614035087,0.19298245614035087,0.05263157894736842
CP6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.203125,0.0,0.15625,0.0,0.1875,0.203125,0.203125,0.046875
PO4,0.203125,0.0,0.15625,0.0,0.1875,0.203125,0.203125,0.046875
PO8,0.203125,0.0,0.15625,0.0,0.1875,0.203125,0.203125,0.046875
TP8,0.17391304347826086,0.0,0.17391304347826086,0.0,0.17391304347826086,0.17391304347826086,0.17391304347826086,0.13043478260869565
