,Oz,O2,P8,CP6,AFz,PO4,PO8,TP8
Oz,0.17454545454545456,0.0,0.03272727272727273,0.13454545454545455,0.1709090909090909,0.17454545454545456,0.17454545454545456,0.13818181818181818
O2,0.0,0.6923076923076923,0.3076923076923077,0.0,0.0,0.0,0.0,0.0
P8,0.07865168539325842,0.2696629213483146,0.4044943820224719,0.0,0.07865168539325842,0.07865168539325842,0.07865168539325842,0.011235955056179775
CP6,0.1606425702811245,0.0,0.008032128514056224,0.17269076305220885,0.1606425702811245,0.1606425702811245,0.1606425702811245,0.17670682730923695
AFz,0.17454545454545456,0.0,0.03272727272727273,0.13454545454545455,0.1709090909090909,0.17454545454545456,0.17454545454545456,0.13818181818181818
PO4,0.17454545454545456,0.0,0.03272727272727273,0.13454545454545455,0.1709090909090909,0.17454545454545456,0.17454545454545456,0.13818181818181818
PO8,0.17454545454545456,0.0,0.03272727272727273,0.13454545454545455,0.1709090909090909,0.17454545454545456,0.17454545454545456,0.13818181818181818
TP8,0.16141732283464566,0.0,0.011811023622047244,0.16929133858267717,0.16141732283464566,0.16141732283464566,0.16141732283464566,0.1732283464566929
