,inferiorparietal-rh,postcentral-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
inferiorparietal-rh,0.16981132075471697,0.012578616352201259,0.16981132075471697,0.16352201257861634,0.1069182389937107,0.050314465408805034,0.16352201257861634,0.16352201257861634
postcentral-rh,0.011111111111111112,0.35555555555555557,0.022222222222222223,0.1111111111111111,0.13333333333333333,0.2,0.0,0.16666666666666666
superiorparietal-lh,0.14285714285714285,0.01020408163265306,0.19387755102040816,0.18877551020408162,0.09693877551020408,0.04591836734693878,0.16326530612244897,0.15816326530612246
superiorparietal-rh,0.11290322580645161,0.04435483870967742,0.14516129032258066,0.1975806451612903,0.10887096774193548,0.07258064516129033,0.14516129032258066,0.17338709677419356
superiortemporal-lh,0.08755760368663594,0.055299539170506916,0.08294930875576037,0.12442396313364056,0.2764976958525346,0.055299539170506916,0.17972350230414746,0.1382488479262673
superiortemporal-rh,0.05084745762711865,0.15254237288135594,0.07627118644067797,0.15254237288135594,0.1016949152542373,0.22033898305084745,0.05084745762711865,0.19491525423728814
supramarginal-lh,0.12173913043478261,0.0,0.13043478260869565,0.1565217391304348,0.16956521739130434,0.034782608695652174,0.24782608695652175,0.1391304347826087
supramarginal-rh,0.10975609756097561,0.06910569105691057,0.12195121951219512,0.17073170731707318,0.11382113821138211,0.1016260162601626,0.12601626016260162,0.18699186991869918
