,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,parahippocampal-lh,parsorbitalis-rh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.8636363636363636,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.0
frontalpole-lh,0.0,0.5138888888888888,0.1527777777777778,0.3333333333333333,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.10144927536231885,0.4492753623188406,0.07246376811594203,0.2898550724637681,0.0,0.0,0.08695652173913043
lateralorbitofrontal-lh,0.0,0.36486486486486486,0.13513513513513514,0.5,0.0,0.0,0.0,0.0
medialorbitofrontal-lh,0.0,0.0,0.18840579710144928,0.0,0.4927536231884058,0.0,0.0,0.3188405797101449
parahippocampal-lh,0.05084745762711865,0.0,0.0,0.0,0.0,0.9491525423728814,0.0,0.0
parsorbitalis-rh,0.13559322033898305,0.0,0.0,0.0,0.0,0.0,0.864406779661017,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.03125,0.015625,0.265625,0.0,0.0,0.6875
