,entorhinal-lh,entorhinal-rh,frontalpole-lh,medialorbitofrontal-lh,parsorbitalis-lh,posteriorcingulate-rh,temporalpole-rh,transversetemporal-lh
entorhinal-lh,0.8974358974358975,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.02564102564102564
entorhinal-rh,0.0,0.6481481481481481,0.0,0.0,0.0,0.12962962962962962,0.09259259259259259,0.12962962962962962
frontalpole-lh,0.0,0.0,0.5454545454545454,0.15151515151515152,0.0,0.24242424242424243,0.06060606060606061,0.0
medialorbitofrontal-lh,0.0,0.0,0.30158730158730157,0.5873015873015873,0.0,0.1111111111111111,0.0,0.0
parsorbitalis-lh,0.018867924528301886,0.0,0.0,0.0,0.8301886792452831,0.1509433962264151,0.0,0.0
posteriorcingulate-rh,0.0,0.10655737704918032,0.14754098360655737,0.02459016393442623,0.11475409836065574,0.5327868852459017,0.01639344262295082,0.05737704918032787
temporalpole-rh,0.0,0.2,0.1,0.0,0.0,0.0,0.7,0.0
transversetemporal-lh,0.041666666666666664,0.1111111111111111,0.0,0.0,0.0,0.09722222222222222,0.0,0.75
