,entorhinal-lh,frontalpole-lh,lateraloccipital-rh,medialorbitofrontal-rh,parsopercularis-lh,parsorbitalis-lh,parsorbitalis-rh,temporalpole-lh
entorhinal-lh,0.7126436781609196,0.0,0.0,0.0,0.0,0.0,0.0,0.28735632183908044
frontalpole-lh,0.0,0.8775510204081632,0.0,0.013605442176870748,0.0,0.0,0.10884353741496598,0.0
lateraloccipital-rh,0.0,0.0,0.7666666666666667,0.03333333333333333,0.0,0.0,0.0,0.2
medialorbitofrontal-rh,0.0,0.05263157894736842,0.013157894736842105,0.8026315789473685,0.11842105263157894,0.013157894736842105,0.0,0.0
parsopercularis-lh,0.0,0.0,0.0,0.06369426751592357,0.7133757961783439,0.16560509554140126,0.05732484076433121,0.0
parsorbitalis-lh,0.0,0.0,0.0,0.0,0.1968503937007874,0.7086614173228346,0.031496062992125984,0.06299212598425197
parsorbitalis-rh,0.0,0.11023622047244094,0.0,0.015748031496062992,0.05511811023622047,0.047244094488188976,0.7716535433070866,0.0
temporalpole-lh,0.09826589595375723,0.0,0.12138728323699421,0.0,0.0,0.03468208092485549,0.0,0.7456647398843931
