,caudalanteriorcingulate-lh,frontalpole-lh,medialorbitofrontal-lh,parahippocampal-rh,posteriorcingulate-lh,posteriorcingulate-rh,rostralanteriorcingulate-lh,temporalpole-lh
caudalanteriorcingulate-lh,0.4666666666666667,0.0,0.06666666666666667,0.0,0.2777777777777778,0.0,0.18888888888888888,0.0
frontalpole-lh,0.0,0.4375,0.4375,0.0625,0.0,0.0,0.0625,0.0
medialorbitofrontal-lh,0.2,0.175,0.375,0.075,0.05,0.0,0.125,0.0
parahippocampal-rh,0.043010752688172046,0.03225806451612903,0.07526881720430108,0.5268817204301075,0.010752688172043012,0.16129032258064516,0.0,0.15053763440860216
posteriorcingulate-lh,0.19767441860465115,0.0,0.0,0.03488372093023256,0.45348837209302323,0.09302325581395349,0.20930232558139536,0.011627906976744186
posteriorcingulate-rh,0.0,0.0,0.0,0.3275862068965517,0.06896551724137931,0.3448275862068966,0.034482758620689655,0.22413793103448276
rostralanteriorcingulate-lh,0.24193548387096775,0.0,0.03225806451612903,0.0,0.3064516129032258,0.06451612903225806,0.3548387096774194,0.0
temporalpole-lh,0.0,0.0,0.0,0.41025641025641024,0.0,0.23076923076923078,0.0,0.358974358974359
