,entorhinal-lh,frontalpole-lh,frontalpole-rh,fusiform-lh,medialorbitofrontal-lh,parahippocampal-lh,parahippocampal-rh,temporalpole-lh
entorhinal-lh,0.4782082324455206,0.0036319612590799033,0.014527845036319613,0.17312348668280872,0.015738498789346248,0.15012106537530268,0.04963680387409201,0.11501210653753027
frontalpole-lh,0.0012987012987012987,0.4792207792207792,0.10779220779220779,0.016883116883116882,0.21428571428571427,0.046753246753246755,0.08961038961038961,0.04415584415584416
frontalpole-rh,0.024161073825503355,0.1087248322147651,0.5677852348993289,0.012080536912751677,0.1865771812080537,0.0013422818791946308,0.04832214765100671,0.05100671140939597
fusiform-lh,0.17751479289940827,0.01301775147928994,0.01301775147928994,0.46153846153846156,0.008284023668639054,0.24378698224852072,0.02603550295857988,0.05680473372781065
medialorbitofrontal-lh,0.012318029115341545,0.20156774916013437,0.16461366181410975,0.010078387458006719,0.47592385218365063,0.022396416573348264,0.08734602463605823,0.025755879059350503
parahippocampal-lh,0.12734864300626306,0.037578288100208766,0.003131524008350731,0.23277661795407098,0.018789144050104383,0.4384133611691023,0.09394572025052192,0.04801670146137787
parahippocampal-rh,0.05172413793103448,0.08251231527093596,0.046798029556650245,0.03940886699507389,0.08866995073891626,0.11822660098522167,0.5431034482758621,0.029556650246305417
temporalpole-lh,0.13117283950617284,0.046296296296296294,0.06018518518518518,0.06018518518518518,0.027777777777777776,0.07098765432098765,0.029320987654320986,0.5740740740740741
