,entorhinal-lh,frontalpole-lh,frontalpole-rh,fusiform-lh,medialorbitofrontal-lh,parahippocampal-lh,parahippocampal-rh,temporalpole-lh
entorhinal-lh,0.5348837209302325,0.023255813953488372,0.09302325581395349,0.0,0.10077519379844961,0.031007751937984496,0.046511627906976744,0.17054263565891473
frontalpole-lh,0.0030303030303030303,0.3212121212121212,0.051515151515151514,0.03939393939393939,0.21818181818181817,0.10909090909090909,0.16363636363636364,0.09393939393939393
frontalpole-rh,0.0967741935483871,0.053763440860215055,0.3548387096774194,0.04838709677419355,0.17204301075268819,0.005376344086021506,0.0913978494623656,0.1774193548387097
fusiform-lh,0.0,0.1,0.1,0.33636363636363636,0.06363636363636363,0.16363636363636364,0.07272727272727272,0.16363636363636364
medialorbitofrontal-lh,0.03089887640449438,0.20224719101123595,0.10955056179775281,0.025280898876404494,0.31741573033707865,0.056179775280898875,0.19382022471910113,0.06460674157303371
parahippocampal-lh,0.01,0.18,0.015,0.11,0.09,0.335,0.095,0.165
parahippocampal-rh,0.023972602739726026,0.1780821917808219,0.07876712328767123,0.03424657534246575,0.2226027397260274,0.07191780821917808,0.3082191780821918,0.0821917808219178
temporalpole-lh,0.08527131782945736,0.1124031007751938,0.12403100775193798,0.06201550387596899,0.06976744186046512,0.13565891472868216,0.07364341085271318,0.3372093023255814
