,Fp1,F7,FT9,T8,F8,AF7,AFz,F5
Fp1,0.4134366925064599,0.26356589147286824,0.32299741602067183,0.0,0.0,0.0,0.0,0.0
F7,0.3344262295081967,0.33114754098360655,0.3344262295081967,0.0,0.0,0.0,0.0,0.0
FT9,0.33866666666666667,0.272,0.3893333333333333,0.0,0.0,0.0,0.0,0.0
T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.47191011235955055,0.0,0.2696629213483146,0.25842696629213485
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.0,0.0,0.0,0.0,0.3684210526315789,0.0,0.3609022556390977,0.2706766917293233
F5,0.0,0.0,0.0,0.0,0.3684210526315789,0.0,0.2781954887218045,0.3533834586466165
