,Fp1,F7,FT9,TP9,AF7,F1,AF8,AF4
Fp1,0.6101694915254238,0.0,0.0,0.0,0.0,0.0,0.0,0.3898305084745763
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.5106382978723404,0.0,0.0,0.0,0.0,0.0,0.0,0.48936170212765956
