,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parstriangularis-rh,postcentral-rh,rostralmiddlefrontal-lh,superiorfrontal-rh,superiorparietal-rh,superiortemporal-rh
caudalmiddlefrontal-lh,0.23008849557522124,0.09734513274336283,0.05309734513274336,0.19469026548672566,0.09734513274336283,0.1415929203539823,0.18584070796460178,0.0
caudalmiddlefrontal-rh,0.10091743119266056,0.29357798165137616,0.0,0.28440366972477066,0.0,0.11009174311926606,0.21100917431192662,0.0
parstriangularis-rh,0.16129032258064516,0.0,0.6774193548387096,0.0,0.0,0.16129032258064516,0.0,0.0
postcentral-rh,0.14,0.19333333333333333,0.0,0.3,0.08,0.08,0.20666666666666667,0.0
rostralmiddlefrontal-lh,0.16666666666666666,0.0,0.0,0.19696969696969696,0.4696969696969697,0.015151515151515152,0.15151515151515152,0.0
superiorfrontal-rh,0.1917808219178082,0.1643835616438356,0.0821917808219178,0.1643835616438356,0.0136986301369863,0.2328767123287671,0.1506849315068493,0.0
superiorparietal-rh,0.15748031496062992,0.1732283464566929,0.0,0.25984251968503935,0.07874015748031496,0.09448818897637795,0.23622047244094488,0.0
superiortemporal-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
