,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-lh
caudalanteriorcingulate-lh,0.14058776806989676,0.09650516282764099,0.12589356632247817,0.11675933280381255,0.12867355043685463,0.13383637807783955,0.12986497220015886,0.1278792692613185
frontalpole-lh,0.11972180824639841,0.12717337307501242,0.12767014406358668,0.12270243417784402,0.12767014406358668,0.12767014406358668,0.12767014406358668,0.11972180824639841
frontalpole-rh,0.12480314960629921,0.1015748031496063,0.1377952755905512,0.1173228346456693,0.13267716535433072,0.1311023622047244,0.13543307086614173,0.11929133858267717
medialorbitofrontal-lh,0.12388629613915995,0.10436996181586763,0.12515910055154858,0.1302503182011031,0.12940178192617735,0.13067458633856596,0.12770470937632583,0.1285532456512516
medialorbitofrontal-rh,0.12636505460218408,0.10062402496099844,0.13026521060842433,0.12012480499219969,0.13416536661466458,0.13377535101404056,0.13260530421216848,0.12207488299531981
rostralanteriorcingulate-lh,0.13006561173292167,0.0995754534928599,0.1273639521420301,0.11925897336935547,0.13122346584330374,0.13662678502508685,0.1296796603627943,0.126206098031648
rostralanteriorcingulate-rh,0.12756882512601783,0.10003877471888328,0.13299728576967818,0.11787514540519581,0.13299728576967818,0.13144629701434665,0.13726250484683986,0.11981388134936022
rostralmiddlefrontal-lh,0.12984891792568395,0.09799918334013884,0.12249897917517354,0.12331563903634137,0.12658227848101267,0.1322988975091874,0.12494895875867701,0.14250714577378523
