,Fz,Pz,TP10,F8,Fp2,F1,CPz,F2
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pz,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.6811594202898551,0.0,0.0,0.3188405797101449,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1,0.0,0.0,0.38461538461538464,0.0,0.0,0.6153846153846154,0.0,0.0
CPz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
