,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P7,O1,Oz,O2,P4,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,AF8,AF4,F2,FCz
Fp1,0.0741097208854668,0.016843118383060636,0.009865255052935515,0.0014436958614051972,0.006256015399422521,0.009865255052935515,0.01900866217516843,0.013715110683349374,0.00697786333012512,0.02550529355149182,0.010346487006737248,0.028392685274302214,0.02165543792107796,0.010587102983638113,0.008662175168431183,0.01828681424446583,0.0170837343599615,0.0170837343599615,0.01660250240615977,0.01467757459095284,0.025745909528392685,0.012512030798845043,0.0028873917228103944,0.002165543792107796,0.009384023099133783,0.002165543792107796,0.03753609239653513,0.011790182868142445,0.008421559191530318,0.02863330125120308,0.03609239653512993,0.01010587102983638,0.011068334937439845,0.011549566891241578,0.02406159769008662,0.01395572666025024,0.01010587102983638,0.012512030798845043,0.028392685274302214,0.02598652550529355,0.009143407122232916,0.00505293551491819,0.026948989412897015,0.01082771896053898,0.012271414821944177,0.015158806544754572,0.014918190567853706,0.014196342637151107,0.009624639076034648,0.02550529355149182,0.007218479307025986,0.017324350336862367,0.02430221366698749,0.009624639076034648,0.04812319538017324,0.05028873917228104,0.00024061597690086623,0.0028873917228103944,0.02430221366698749
Fz,0.010518053375196233,0.06200941915227629,0.03139717425431711,0.019309262166405022,0.021821036106750392,0.00141287284144427,0.01695447409733124,0.017582417582417582,0.01695447409733124,0.008948194662480377,0.009262166405023548,0.021664050235478807,0.017111459968602825,0.01130298273155416,0.014285714285714285,0.019937205651491367,0.02197802197802198,0.0152276295133438,0.014442700156985872,0.013343799058084773,0.019152276295133438,0.01805337519623234,0.015855572998430142,0.02370486656200942,0.023861852433281004,0.015384615384615385,0.01554160125588697,0.012244897959183673,0.01664050235478807,0.012558869701726845,0.008948194662480377,0.01098901098901099,0.017739403453689167,0.027472527472527472,0.023390894819466247,0.010675039246467817,0.00989010989010989,0.009576138147566719,0.007849293563579277,0.013971742543171115,0.011145996860282574,0.01726844583987441,0.018838304552590265,0.006436420722135008,0.02119309262166405,0.01868131868131868,0.026373626373626374,0.013814756671899528,0.018995290423861853,0.014756671899529042,0.02119309262166405,0.01616954474097331,0.019152276295133438,0.0163265306122449,0.012087912087912088,0.012244897959183673,0.024175824175824177,0.017739403453689167,0.014442700156985872
F3,0.004577611319184353,0.026494659453460953,0.06311555000693578,0.030378693300041615,0.01775558329865446,0.005964766264391732,0.016090997364405606,0.01983631571646553,0.011929532528783465,0.006242197253433208,0.00749063670411985,0.018033014287695937,0.011235955056179775,0.01844916077125815,0.02108475516715217,0.008322929671244279,0.019420169232903316,0.020946039672631433,0.008461645165765017,0.01720072132057151,0.019004022749341102,0.010958524067138299,0.012068248023304202,0.026910805937023167,0.020252462200027743,0.02524622000277431,0.00887779164932723,0.014148980441115273,0.02247191011235955,0.005409904286308781,0.015952281869884868,0.015397419891801914,0.011374670550700513,0.02677209044250243,0.0070744902205576365,0.010681093078096823,0.015119988902760438,0.013594118463032321,0.006242197253433208,0.022888056595921764,0.014287695935636011,0.02039117769454848,0.01373283395755306,0.009293938132889444,0.029546400332917187,0.023581634068525453,0.018033014287695937,0.009293938132889444,0.01151338604522125,0.015258704397281176,0.02871410736579276,0.015674850880843392,0.016923290331530033,0.022888056595921764,0.00957136912193092,0.0070744902205576365,0.028575391871272022,0.025939797475378,0.016229712858926344
F7,0.0008021819348628269,0.019252366436707847,0.034493823199101555,0.060324081501684584,0.028718113268089204,0.00657789186587518,0.011711856248997272,0.012514038183860099,0.008984437670463662,0.0060965827049574844,0.0057757099310123535,0.013797529279640623,0.0062570190919300495,0.016204075084229105,0.02358414888496711,0.012995347344777796,0.015562329536338841,0.02743462217230868,0.012032729022942404,0.011390983475052142,0.01700625701909193,0.01732712979303706,0.01315578373175036,0.03561687790790952,0.020375421145515802,0.033210332103321034,0.0,0.03577731429488208,0.047810043317824485,0.004652655222204396,0.019573239210652977,0.013637092892668057,0.004492218835231831,0.014118402053585753,0.004973527996149527,0.01283491095780523,0.016204075084229105,0.020535857532488367,0.007380073800738007,0.017968875340927323,0.020054548371570672,0.015241456762393711,0.004010909674314134,0.013476656505695492,0.021017166693406066,0.01283491095780523,0.012674474570832666,0.012193165409914969,0.015722765923311406,0.008824001283491097,0.03192684100754051,0.0060965827049574844,0.015081020375421146,0.01459971121450345,0.001764800256698219,0.0009626183218353923,0.05069789828333066,0.039788223969196214,0.011872292635969837
FT9,0.004012964963728971,0.02099089365642846,0.020527859237536656,0.028245099552400062,0.05926840561815095,0.0004630344188918043,0.022071307300509338,0.01219323969748418,0.021608272881617534,0.0018521376755672172,0.019447445593455782,0.014045377373051397,0.014354066985645933,0.009415033184133354,0.019293100787158513,0.013891032566754129,0.016514894273807687,0.019910480012347586,0.023923444976076555,0.017440963111591296,0.014354066985645933,0.016514894273807687,0.027010341102021915,0.023769100169779286,0.01466275659824047,0.019293100787158513,0.007871585121160672,0.022071307300509338,0.025466893039049237,0.008334619540052476,0.008797653958944282,0.01466275659824047,0.016514894273807687,0.01883006636826671,0.013891032566754129,0.010341102021916963,0.016514894273807687,0.019138755980861243,0.01296496372897052,0.012501929310078716,0.014045377373051397,0.017132273498996757,0.005247723414107115,0.018367031949374904,0.01883006636826671,0.01373668776045686,0.024077789782373824,0.015897515048618614,0.019138755980861243,0.013427998147862325,0.015743170242321344,0.018212687143077635,0.019138755980861243,0.018521376755672173,0.004630344188918043,0.0038586201574317023,0.035653650254668934,0.025312548232751968,0.016051859854915883
FC5,0.015230312035661218,0.004457652303120356,0.01634472511144131,0.01411589895988113,0.0018573551263001485,0.07169390787518573,0.0048291233283803865,0.023031203566121844,0.0014858841010401188,0.05274888558692422,0.0,0.010401188707280832,0.016716196136701337,0.056835066864784546,0.0007429420505200594,0.01337295690936107,0.030089153046062408,0.009658246656760773,0.0014858841010401188,0.017459138187221397,0.02600297176820208,0.043462109955423475,0.005572065378900446,0.02823179791976226,0.023031203566121844,0.007429420505200594,0.006686478454680535,0.01337295690936107,0.017830609212481426,0.017830609212481426,0.02637444279346211,0.01448736998514116,0.0,0.008543833580980683,0.002600297176820208,0.02451708766716196,0.002228826151560178,0.037518573551263,0.031203566121842496,0.020059435364041606,0.0237741456166419,0.010029717682020803,0.030460624071322436,0.004457652303120356,0.02711738484398217,0.011515601783060922,0.002228826151560178,0.017459138187221397,0.0,0.014858841010401188,0.03268945022288262,0.0,0.002228826151560178,0.016716196136701337,0.01634472511144131,0.015230312035661218,0.01448736998514116,0.02451708766716196,0.01634472511144131
FC1,0.013439434129089302,0.019628647214854113,0.021750663129973476,0.013616268788682582,0.02617152961980548,0.0015915119363395225,0.06737400530503979,0.013262599469496022,0.0259946949602122,0.008841732979664015,0.026348364279398764,0.021573828470380193,0.02475685234305924,0.0017683465959328027,0.029531388152077807,0.015384615384615385,0.007957559681697613,0.01715296198054819,0.022811671087533156,0.03395225464190981,0.015915119363395226,0.005128205128205128,0.023342175066312996,0.01308576480990274,0.01220159151193634,0.01732979664014147,0.01768346595932803,0.014146772767462422,0.014146772767462422,0.00618921308576481,0.00654288240495137,0.00618921308576481,0.022811671087533156,0.028116710875331564,0.020159151193633953,0.00654288240495137,0.01821396993810787,0.005835543766578249,0.013439434129089302,0.02440318302387268,0.009195402298850575,0.013439434129089302,0.01308576480990274,0.009725906277630416,0.023165340406719716,0.023165340406719716,0.028647214854111407,0.013439434129089302,0.008488063660477453,0.01874447391688771,0.008134394341290893,0.019628647214854113,0.022811671087533156,0.02528735632183908,0.015915119363395226,0.014500442086648984,0.013793103448275862,0.007957559681697613,0.00654288240495137
C3,0.010967098703888335,0.02173479561316052,0.02991026919242273,0.015952143569292122,0.01555333998005982,0.01415752741774676,0.014755732801595214,0.06819541375872383,0.004985044865403789,0.02333000997008973,0.012562313060817547,0.014955134596211365,0.0055832502492522435,0.02951146560319043,0.02333000997008973,0.007577268195413759,0.02193419740777667,0.009172482552342971,0.013160518444666001,0.015952143569292122,0.011166500498504487,0.018544366899302094,0.014356929212362911,0.024925224327018942,0.022333000997008974,0.01156530408773679,0.01655034895314058,0.009172482552342971,0.009970089730807577,0.0193419740777667,0.0055832502492522435,0.01814556331006979,0.017746759720837488,0.013758723828514457,0.006380857427716849,0.010169491525423728,0.0061814556331006975,0.010169491525423728,0.004187437686939182,0.018743768693918247,0.020338983050847456,0.018743768693918247,0.018544366899302094,0.022333000997008974,0.015752741774675973,0.03310069790628116,0.02452642073778664,0.019940179461615155,0.012761714855433698,0.020338983050847456,0.021535393818544368,0.015952143569292122,0.019740777666999002,0.012562313060817547,0.01296111665004985,0.01555333998005982,0.017746759720837488,0.015353938185443668,0.019940179461615155
T7,0.0070748963161746765,0.02683581361307636,0.02220053671627226,0.014149792632349353,0.03366674798731398,0.00024396194193705782,0.03464259575506221,0.006586972432300561,0.0624542571358868,0.00024396194193705782,0.03464259575506221,0.01878506952915345,0.01927299341302757,0.00048792388387411563,0.015857526225908757,0.013173944864601122,0.008050744083922909,0.009758477677482313,0.033910709929251034,0.02244449865820932,0.015369602342034643,0.009270553793608197,0.03317882410343986,0.014637716516223469,0.007318858258111734,0.010978287387167602,0.01780922176140522,0.01341790680653818,0.01341790680653818,0.002927543303244694,0.004635276896804099,0.00780678214198585,0.03366674798731398,0.04342522566479629,0.02903147109050988,0.0031715052451817514,0.023420346425957552,0.0031715052451817514,0.012686020980727006,0.009514515735545254,0.0007318858258111735,0.029763356916321055,0.010490363503293486,0.009758477677482313,0.019760917296901683,0.022932422542083435,0.02683581361307636,0.018297145645279338,0.01122224932910466,0.012198097096852892,0.008294706025859966,0.02366430836789461,0.02000487923883874,0.029519394974383995,0.012929982922664065,0.011710173212978776,0.017077335935594046,0.012198097096852892,0.009270553793608197
TP9,0.021805494984736152,0.013301351940689054,0.011993022241604884,0.009158307893589184,0.004579153946794592,0.030963802878325338,0.012429132141299608,0.024858264282599216,0.0008722197993894462,0.0623637156563454,0.003706934147405146,0.016136066288704752,0.019406890536415176,0.04077627562145661,0.009594417793283908,0.011120802442215439,0.0340165721761884,0.009376362843436545,0.005451373746184038,0.020279110335804623,0.026166593981683386,0.030745747928477975,0.00436109899694723,0.022895769733972962,0.02311382468382032,0.013083296990841693,0.021805494984736152,0.008286088094199739,0.010466637592673354,0.026384648931530745,0.022023549934583515,0.011120802442215439,0.009158307893589184,0.00981247274313127,0.00719581334496293,0.021805494984736152,0.008068033144352376,0.020933275185346708,0.02703881378107283,0.014827736589620584,0.020279110335804623,0.009376362843436545,0.025076319232446576,0.009594417793283908,0.01569995638901003,0.01286524204099433,0.01286524204099433,0.016790231138246837,0.004143044047099869,0.022895769733972962,0.021151330135194067,0.005451373746184038,0.016354121238552115,0.01003052769297863,0.027256868730920192,0.025948539031836023,0.013301351940689054,0.013955516790231139,0.015481901439162669
