,frontalpole-lh,frontalpole-rh,lateraloccipital-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,medialorbitofrontal-rh,pericalcarine-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.35294117647058826,0.36764705882352944,0.0,0.0,0.0,0.0,0.0,0.27941176470588236
frontalpole-rh,0.1497005988023952,0.5089820359281437,0.10778443113772455,0.0,0.0,0.0,0.017964071856287425,0.2155688622754491
lateraloccipital-rh,0.0,0.16666666666666666,0.48333333333333334,0.0,0.0,0.0,0.35,0.0
lateralorbitofrontal-lh,0.0,0.0,0.0,0.3686440677966102,0.288135593220339,0.3432203389830508,0.0,0.0
medialorbitofrontal-lh,0.0,0.0,0.0,0.29596412556053814,0.38565022421524664,0.3183856502242152,0.0,0.0
medialorbitofrontal-rh,0.0,0.0,0.0,0.3347457627118644,0.3093220338983051,0.3559322033898305,0.0,0.0
pericalcarine-lh,0.0,0.056818181818181816,0.4772727272727273,0.0,0.0,0.0,0.4659090909090909,0.0
rostralanteriorcingulate-rh,0.19318181818181818,0.4090909090909091,0.0,0.0,0.0,0.0,0.0,0.3977272727272727
